1,Descripción del Curso,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/0,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/1,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/2,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/3,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/4,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/5,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/6,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/7,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/8,Total de Estudiantes Matriculados/ATI - AREA DE ADMINISTRACION DE TECNOLOGIA DE INFORMACIÓN/9
285,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
285,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
285,MA1403 - MATEMATICA DISCRETA,,1,,,,,,,,
285,SE1221 - FUTBOL I,1,,,,,,,,,
285,TI1400 - INTRODUCCION A LA PROGRAMACION,,1,,,,,,,,
285,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
285,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
286,CI3400 - INGLES 1  (ATI),1,,,,,,,,,
286,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
286,MA1404 - CALCULO,1,,,,,,,,,
286,SE1205 - JUEGOS Y DEPORTES EN CONJUNTO,1,,,,,,,,,
286,TI1400 - INTRODUCCION A LA PROGRAMACION,,1,,,,,,,,
286,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
286,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
286,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
287,MA0101 - MATEMATICA GENERAL,1,,,,,,,,,
287,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
288,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
288,SE1104 - ARTES VISUALES,1,,,,,,,,,
288,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
288,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
288,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
288,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
289,MA1403 - MATEMATICA DISCRETA,,1,,,,,,,,
289,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
289,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
289,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
289,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
290,CI0202 - INGLES BASICO,1,,,,,,,,,
290,CI1403 - COMUNICACION TECNICA,1,,,,,,,,,
290,MA0101 - MATEMATICA GENERAL,1,,,,,,,,,
290,SE1204 - NATACION,1,,,,,,,,,
290,TI1400 - INTRODUCCION A LA PROGRAMACION,1,,,,,,,,,
290,TI1401 - TALLER DE PROGRAMACION,1,,,,,,,,,
290,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
291,SE1219 - BALONCESTO RECREATIVO,1,,,,,,,,,
291,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
291,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
291,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
291,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
292,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
292,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
292,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
292,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
292,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
293,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
293,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
293,SE1221 - FUTBOL I,1,,,,,,,,,
293,TI1400 - INTRODUCCION A LA PROGRAMACION,,1,,,,,,,,
293,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
293,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
293,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
294,CI4401 - INGLES II (ATI),1,,,,,,,,,
294,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
294,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
294,TI1400 - INTRODUCCION A LA PROGRAMACION,1,,,,,,,,,
294,TI1401 - TALLER DE PROGRAMACION,1,,,,,,,,,
295,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
295,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
295,SE1204 - NATACION,1,,,,,,,,,
295,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
295,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
295,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
295,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
296,MA0101 - MATEMATICA GENERAL,1,,,,,,,,,
296,TI1400 - INTRODUCCION A LA PROGRAMACION,,1,,,,,,,,
296,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
296,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
296,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
297,CI0202 - INGLES BASICO,1,,,,,,,,,
297,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
297,TI1400 - INTRODUCCION A LA PROGRAMACION,,1,,,,,,,,
297,TI1401 - TALLER DE PROGRAMACION,,1,,,,,,,,
297,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
298,MA1404 - CALCULO,1,,,,,,,,,
298,SE1221 - FUTBOL I,1,,,,,,,,,
298,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
298,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
298,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
298,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
299,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
299,TI1400 - INTRODUCCION A LA PROGRAMACION,,1,,,,,,,,
299,TI1401 - TALLER DE PROGRAMACION,,1,,,,,,,,
299,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
299,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
300,CI3400 - INGLES 1  (ATI),1,,,,,,,,,
300,MA0101 - MATEMATICA GENERAL,1,,,,,,,,,
300,SE1103 - DANZA,1,,,,,,,,,
300,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
301,CI3400 - INGLES 1  (ATI),1,,,,,,,,,
301,ID1118 - FUNDAMENTOS DEL DISEÑO,1,,,,,,,,,
301,ID1119 - PRINCIPIOS DEL DISEÑO,1,,,,,,,,,
301,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
302,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
302,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
302,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
302,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
302,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
303,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
303,MA1404 - CALCULO,1,,,,,,,,,
303,SE1221 - FUTBOL I,1,,,,,,,,,
303,TI1400 - INTRODUCCION A LA PROGRAMACION,,1,,,,,,,,
303,TI1401 - TALLER DE PROGRAMACION,,1,,,,,,,,
303,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
303,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
304,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
304,SE1204 - NATACION,1,,,,,,,,,
304,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
304,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
305,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
305,MA0101 - MATEMATICA GENERAL,1,,,,,,,,,
305,SE1218 - AJEDREZ,1,,,,,,,,,
305,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
305,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
305,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
305,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
306,CI3400 - INGLES 1  (ATI),1,,,,,,,,,
306,MA0101 - MATEMATICA GENERAL,1,,,,,,,,,
306,SE1105 - ARTES MUSICALES,1,,,,,,,,,
306,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
306,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
307,CI1403 - COMUNICACION TECNICA,1,,,,,,,,,
307,MA1403 - MATEMATICA DISCRETA,,1,,,,,,,,
307,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
307,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
307,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
307,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
308,MA0101 - MATEMATICA GENERAL,1,,,,,,,,,
308,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
309,MA1404 - CALCULO,1,,,,,,,,,
309,SE1201 - ATLETISMO,1,,,,,,,,,
309,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
309,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
309,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
309,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
310,CI3400 - INGLES 1  (ATI),1,,,,,,,,,
310,MA0101 - MATEMATICA GENERAL,1,,,,,,,,,
310,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
311,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
311,SE1205 - JUEGOS Y DEPORTES EN CONJUNTO,1,,,,,,,,,
311,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
311,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
311,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
311,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
312,CI0202 - INGLES BASICO,1,,,,,,,,,
312,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
312,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
312,SE1206 - ACONDICIONAMIENTO FISICO,1,,,,,,,,,
312,TI1400 - INTRODUCCION A LA PROGRAMACION,,1,,,,,,,,
312,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
312,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
312,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
313,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
313,SE1104 - ARTES VISUALES,1,,,,,,,,,
313,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
313,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
313,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
313,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
314,CI0202 - INGLES BASICO,1,,,,,,,,,
314,CI1403 - COMUNICACION TECNICA,1,,,,,,,,,
314,MA1404 - CALCULO,1,,,,,,,,,
314,SE1105 - ARTES MUSICALES,1,,,,,,,,,
314,TI1400 - INTRODUCCION A LA PROGRAMACION,1,,,,,,,,,
314,TI1401 - TALLER DE PROGRAMACION,1,,,,,,,,,
315,MA1403 - MATEMATICA DISCRETA,,1,,,,,,,,
315,SE1221 - FUTBOL I,1,,,,,,,,,
315,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
315,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
315,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
315,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
316,CI1403 - COMUNICACION TECNICA,,1,,,,,,,,
316,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
316,SE1204 - NATACION,1,,,,,,,,,
316,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
316,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
316,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
316,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
317,MA0101 - MATEMATICA GENERAL,1,,,,,,,,,
317,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
317,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
317,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
318,CI3400 - INGLES 1  (ATI),1,,,,,,,,,
318,MA0101 - MATEMATICA GENERAL,1,,,,,,,,,
318,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
318,TI1400 - INTRODUCCION A LA PROGRAMACION,1,,,,,,,,,
318,TI1401 - TALLER DE PROGRAMACION,1,,,,,,,,,
318,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
319,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
319,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
319,SE1209 - BEISBOL-SOFTBOL,1,,,,,,,,,
319,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
319,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
319,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
319,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
320,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
320,MA1403 - MATEMATICA DISCRETA,,1,,,,,,,,
320,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
320,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
320,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
320,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
321,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
321,MA1404 - CALCULO,1,,,,,,,,,
321,SE1221 - FUTBOL I,1,,,,,,,,,
321,TI1400 - INTRODUCCION A LA PROGRAMACION,,1,,,,,,,,
321,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
321,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
321,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
322,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
322,SE1219 - BALONCESTO RECREATIVO,1,,,,,,,,,
322,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
323,CI3400 - INGLES 1  (ATI),1,,,,,,,,,
323,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
323,SE1101 - ARTES DRAMATICAS,1,,,,,,,,,
323,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
323,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
324,CI0202 - INGLES BASICO,1,,,,,,,,,
324,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
324,SE1219 - BALONCESTO RECREATIVO,1,,,,,,,,,
324,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
324,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
324,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
324,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
325,CI0202 - INGLES BASICO,1,,,,,,,,,
325,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
325,MA1403 - MATEMATICA DISCRETA,,1,,,,,,,,
325,SE1221 - FUTBOL I,1,,,,,,,,,
325,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
326,IC1400 - FUNDAMENTOS DE ORGANIZACION DE COMPUTADORAS,1,,,,,,,,,
326,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
326,SE1106 - APRECIACION LITERARIA,1,,,,,,,,,
326,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
327,IC3101 - ARQUITECTURA DE COMPUTADORES,1,,,,,,,,,
327,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
327,SE1209 - BEISBOL-SOFTBOL,1,,,,,,,,,
327,TI1400 - INTRODUCCION A LA PROGRAMACION,,1,,,,,,,,
328,CS4402 - SEMINARIO DE ESTUDIOS COSTARRICENSES,1,,,,,,,,,
328,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
328,MA1403 - MATEMATICA DISCRETA,,1,,,,,,,,
328,SE1221 - FUTBOL I,1,,,,,,,,,
328,TI1400 - INTRODUCCION A LA PROGRAMACION,,1,,,,,,,,
328,TI1401 - TALLER DE PROGRAMACION,,1,,,,,,,,
328,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
328,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
329,CS3401 - SEMINARIO DE ESTUDIOS FILOSOFICOS HISTORICOS,1,,,,,,,,,
329,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
329,SE1221 - FUTBOL I,1,,,,,,,,,
329,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
329,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
329,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
329,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
330,CI0202 - INGLES BASICO,1,,,,,,,,,
330,MA0101 - MATEMATICA GENERAL,1,,,,,,,,,
330,SE1204 - NATACION,1,,,,,,,,,
330,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
330,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
330,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
330,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
331,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
331,SE1105 - ARTES MUSICALES,1,,,,,,,,,
331,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
331,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
331,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
331,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
332,CI0202 - INGLES BASICO,1,,,,,,,,,
332,CI1403 - COMUNICACION TECNICA,,1,,,,,,,,
332,MA0101 - MATEMATICA GENERAL,,1,,,,,,,,
332,SE1221 - FUTBOL I,1,,,,,,,,,
332,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
332,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
333,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
333,SE1104 - ARTES VISUALES,1,,,,,,,,,
333,TI2102 - INFORMACION CONTABLE II,1,,,,,,,,,
333,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
333,TI2403 - ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS,1,,,,,,,,,
333,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
334,TI2800 - ADMINISTRACION DE PROYECTOS I,1,,,,,,,,,
334,TI3600 - BASES DE DATOS,1,,,,,,,,,
335,CI0202 - INGLES BASICO,1,,,,,,,,,
335,SE1107 - APRECIACION DE CINE,1,,,,,,,,,
335,TI1400 - INTRODUCCION A LA PROGRAMACION,1,,,,,,,,,
335,TI1401 - TALLER DE PROGRAMACION,1,,,,,,,,,
336,CI0202 - INGLES BASICO,1,,,,,,,,,
336,CI1403 - COMUNICACION TECNICA,1,,,,,,,,,
336,MA0101 - MATEMATICA GENERAL,1,,,,,,,,,
336,SE1102 - ACCION SOCIAL,1,,,,,,,,,
337,CI0202 - INGLES BASICO,1,,,,,,,,,
337,CI1403 - COMUNICACION TECNICA,1,,,,,,,,,
337,MA0101 - MATEMATICA GENERAL,1,,,,,,,,,
337,SE1101 - ARTES DRAMATICAS,1,,,,,,,,,
337,TI1400 - INTRODUCCION A LA PROGRAMACION,1,,,,,,,,,
337,TI1401 - TALLER DE PROGRAMACION,1,,,,,,,,,
338,CI0202 - INGLES BASICO,1,,,,,,,,,
338,CI1403 - COMUNICACION TECNICA,1,,,,,,,,,
338,MA0101 - MATEMATICA GENERAL,1,,,,,,,,,
339,CI0202 - INGLES BASICO,1,,,,,,,,,
339,CI1403 - COMUNICACION TECNICA,1,,,,,,,,,
339,MA0101 - MATEMATICA GENERAL,1,,,,,,,,,
339,SE1107 - APRECIACION DE CINE,1,,,,,,,,,
339,TI1400 - INTRODUCCION A LA PROGRAMACION,1,,,,,,,,,
339,TI1401 - TALLER DE PROGRAMACION,1,,,,,,,,,
340,MA0101 - MATEMATICA GENERAL,1,,,,,,,,,
340,TI1400 - INTRODUCCION A LA PROGRAMACION,1,,,,,,,,,
340,TI1401 - TALLER DE PROGRAMACION,1,,,,,,,,,
341,CI0202 - INGLES BASICO,1,,,,,,,,,
341,CI1403 - COMUNICACION TECNICA,1,,,,,,,,,
341,MA0101 - MATEMATICA GENERAL,1,,,,,,,,,
341,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
341,SE1204 - NATACION,1,,,,,,,,,
341,TI1400 - INTRODUCCION A LA PROGRAMACION,1,,,,,,,,,
341,TI1401 - TALLER DE PROGRAMACION,1,,,,,,,,,
342,CI1403 - COMUNICACION TECNICA,1,,,,,,,,,
342,MA0101 - MATEMATICA GENERAL,1,,,,,,,,,
342,MA1403 - MATEMATICA DISCRETA,1,,,,,,,,,
342,TI1400 - INTRODUCCION A LA PROGRAMACION,1,,,,,,,,,
342,TI1401 - TALLER DE PROGRAMACION,1,,,,,,,,,
343,TI2402 - ALGORITMOS Y ESTRUCTURAS DE DATOS,1,,,,,,,,,
